Name,Price,Rating,Specifications,Link,Brand,Model,Title,Warranty,Box Contents,Type,Design,Open or closed back,Fit,Impedance,Max frequency response,Min frequency response,Eartip size,Weight,Colours,Dimensions,Noise cancellation,Replaceable earbuds,Call control,Music control,Connectivity,Bluetooth version,Range,Bluetooth features,Microphone,Playback time,Charging type,Charging time,Compatible Models,Sensitivity,Foldable Design,Battery type,Battery capacity,Standby time,Colour(s),Driver Size,Connector,Driver type,Bluetooth audio codec,Bluetooth profile,Magnet Material,Noise isolation,Series,LED headphones,Max power input,Tangle free,Noise reduction,Cord Material,Plug type,Cable length,Cord type,Driver Material,Headphone housing type,Mic frequency,Other control,Mic type,Echo reduction,Detachable cable,Multidriver,Carrying Case Type
Noise Buds VS402 Bluetooth Headset,₹999,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 60 Minute Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/noise-buds-vs402-bluetooth-headset-msf601541,Noise,Buds VS402,Noise Buds VS402,1 Year,"1x Bluetooth Headphone, 1x Charging Cable, 2x Extra Eartips, 1x User Manual, 1x Warranty Registration Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",53 gm,,Carrying case :61.9 x 32.6 x 60.9 mm  Overall :10 x 20 x 350 mm,Yes,Yes,Answer / End,Volume Control,,5.2,,Auto Pairing,Yes,60 Minute,USB Type-C,,"Mobile Phone, PC, Tablet",,Yes,,,,"Neon Black, Neon White",,Bluetooth,Dynamic Driver,,,,,,,,Yes,,,,,,,,,,,,,,
Wings Phantom 340 Bluetooth Headset,"₹1,799",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 13mm Driver, Replaceable Earbuds, 300 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-340-bluetooth-headset-msf611599,Wings,Phantom 340,Wings Phantom 340,1 Year,"1 Pair of Earbuds, User Manual, Charging Case, Cable",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",49 gm,"Black, White",Overall :24 x 62 x 62 mm,,Yes,Answer / End,Volume Control,Bluetooth,5.3,10 meter,Auto Pairing,Yes,45 Hours,USB Type-C,1.5 Hours,"Mobile Phone, PC, Tablet",,,,,300 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio Propods X Bluetooth Headset,"₹1,499",3.4,"In ear Wireless Earbuds, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boult-audio-propods-x-bluetooth-headset-msf602127,Boult Audio,Propods X,Boult Audio Propods X,1 Year,"Earbuds, Charging Case, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,,,,Yes,,,,,10 meter,,Yes,,,,"Media player, Mobile Phone, Tablet",,,,,,Blue,,Bluetooth,Dynamic Driver,,,Neodymium,,,,,,,,,,,,,,,,,,,
Boat Airdopes 190 Bluetooth Headset,"₹1,199",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, 20mm, Dynamic Driver, Noise Cancellation, 90 minute Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-190-bluetooth-headset-msf601529,Boat,Airdopes 190,Boat Airdopes 190,1 Year,"Earbuds, Charging Case, USB Cable Type C, Eartips, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,"Black, White",,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,40 Hours,USB Type-C,90 Minute,"Mobile Phone, PC, Tablet",,Yes,,400 mAh,,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
OPPO Enco Air 3 Pro Bluetooth Headset,"₹3,199",4.2,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, 12.4mm, Dynamic Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/oppo-enco-air-3-pro-bluetooth-headset-msf614406,OPPO,Enco Air3 Pro,Oppo Enco Air 3 Pro,,"Earbuds, Charging Case, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,40000 Hz,20 Hz,"Large, Medium, Small",47 gm,,Eartips :33.01 x 20.3 x 23.15 mm  Overall :65.84 x 50.45 x 24.81 mm,", Active Noise Cancellation",Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,30 Hours,USB Type-C,1.5 Hours,"Mobile Phone, PC, Tablet",107 dB/mw,,Li-ion,440 mAh,,"Green, White",12.4 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Mivi Commando Z7 Bluetooth Headset,"₹1,199",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 50 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/mivi-commando-z7-bluetooth-headset-msf613672,Mivi,Commando Z7,Mivi Commando Z7,1 Year,"1 Pair of Earbuds, Charging Case, Type C Charging Cable, Quick Start Guide, Warranty Registration",Wireless,In ear canalphone,Closed Back,In the Ear,,,,,,,,Yes,Yes,,,,5.3,10 meter,,Yes,50 Hours,,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Black, Blue, White",,,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio Curve Buds Pro Bluetooth Headset,"₹1,298",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 100 hrs Playback Time, 10mm Driver, Noise Isolation",https://www.mysmartprice.com/audio/boult-audio-curve-buds-pro-bluetooth-headset-msf613750,Boult Audio,Curve Buds Pro,Boult Audio Curve Buds Pro,1 Year,"Cable, Eartip, User Manual, Wireless Charging Case",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",50 gm,,Overall :48 x 27 x 60 mm,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,100 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,,,,"Nautical Black, White Wave and Beach Rose",10 mm,Bluetooth,,,,,Yes,,,,,,,,,,,,,,,,,,
Boat Immortal 150 Bluetooth Headset,"₹1,499",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 10mm Driver, Replaceable Earbuds, 120 minute Charging Time",https://www.mysmartprice.com/audio/boat-immortal-150-bluetooth-headset-msf614424,Boat,Immortal 150,Boat Immortal 150,1 Year,"1 Pair of Earbuds, User Manual Guide, Product Catalog, Warranty Card, Type-C Charging Cable",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,,,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,40 Hours,USB Type-C,120 Minute,"Mobile Phone, PC, Tablet",,,,400 mAh,,"Black, White",10 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
OPPO Enco Air2 Pro Bluetooth Headset,"₹2,499",4.2,"In ear Wireless Earbuds, Bluetooth v5.2, 28 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/oppo-enco-air2-pro-bluetooth-headset-msf601921,OPPO,Enco Air2 Pro,Oppo Enco Air2 Pro,1 Year,"Earbuds, Charging Case, USB Cable Type C, Eartips, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,,,,,"Large, Medium, Small",,,,Yes,Yes,Answer / End,Volume Control,,5.2,10 meter,,Yes,28 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,Yes,,,,White,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio X30 Bluetooth Headset,₹898,3.8,"In ear Wireless Earbuds, Bluetooth v5.1, 40 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-x30-bluetooth-headset-msf601427,Boult Audio,X30,Boult Audio X30,,"Earphone Unit, Extra Pair of Eartips, Charging cable, User Manual",Wireless,In ear canalphone,Closed Back,,,,,"Large, Medium, Small",70 gm,"Blue, Warm Grey",Overall :32 x 32 x 70 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.1,10 meter,Auto Pairing,Yes,40 Hours,,,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Airpods Pro 2 Bluetooth Headset,"₹2,999",4.4,"In ear Wireless Earbuds, Bluetooth v5.0, 30 hrs Playback Time, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/apple-airpods-pro-2-bluetooth-headset-msf602718,Apple,Airpods Pro 2,Apple Airpods Pro 2,,"Earbuds, Wireless Charging Case, Lightning to USB-C Cable, Warranty Card, User Manual",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,10 Hz,"Large, Medium, Small",4.5 gm,White,Overall :30.9 x 21.8 x 24 mm,Yes,,Answer/End,Skip Forward/Skip Back,Bluetooth,5.0,,,Yes,30 Hours,"Lightning Port, USB Type-C, Wireless Charging",2 Hours,"Media player, Mobile Phone, Tablet",,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
Philips TAT2206 TWS Bluetooth Headset,"₹1,013",3.3,"In ear Wireless Earbuds, Bluetooth v5.0, 18 hrs Playback Time, Noise Isolation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/philips-tat2206-tws-bluetooth-headset-msf601779,Philips,TAT2206 TWS,Philips TAT2206 TWS,1 Year,"1 Earphone Set, Charging Case, Quick Start Guide, Safety Insert, Warranty Card, 4 Earcaps, Charging Cable",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",37 gm,,Overall :45.7 x 57 x 31 mm,,Yes,Answer / End,Volume Control,,5.0,,Auto Pairing,Yes,18 Hours,,2 Hours,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,,,Black,,Bluetooth,,,,Neodymium,Yes,,,5 mW,,,,,,,,,,,,,,,
POCO Pods Bluetooth Headset,"₹1,199",3.7,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, 12mm, Dynamic Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/poco-pods-bluetooth-headset-msf612863,POCO,Pods,POCO Pods,1 Year,"1 U Earbuds, Charging Case, Charging Cable, User Manual",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,,,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,30 Hours,USB,1.5 Hours,"Mobile Phone, PC, Tablet",,,,,,Midnight Groove,12 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
DEFY Gravity Zen Bluetooth Headset,"₹1,099",3.9,"In ear Wireless Earbuds, Bluetooth v5.1, Noise Cancellation",https://www.mysmartprice.com/audio/defy-gravity-zen-bluetooth-headset-msf601872,DEFY,Gravity Zen,DEFY Gravity Zen,1 Year,"1 Pair of Earbuds, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,", Bold Black, Cool White, Dark Cyan, Tranquil Blue",,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.1,10 meter,Auto Pairing,Yes,,USB,,"Mobile Phone, PC, Tablet",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skullcandy Push Active True Wireless Earbuds Bluetooth Headset,"₹4,599",3.8,"Bone conduction Wireless Earbuds, Bluetooth v5.2, 44 hrs Playback Time, 6mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/skullcandy-push-active-true-wireless-earbuds-bluetooth-headset-msf601954,Skullcandy,Push Active True Wireless Earbuds,Skullcandy Push Active True Wireless Earbuds,1 Year,"Earbuds, Charging Case, USB Cable Type C, User Manual, Warranty Card",Wireless,Bone conduction,Closed Back,In the Ear,22 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",95 gm,,Overall :102 x 51 x 178 mm,,Yes,Answer / End,Volume Control,,5.2,10 meter,Auto Pairing,Yes,44 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",112 dB/mw,Yes,Li-Polymer,,,"Black/Orange, Dark Blue/Green, Lightgrey/Blue",6 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio Maverick Bluetooth Headset,₹898,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 35 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-maverick-bluetooth-headset-msf601612,Boult Audio,Maverick,Boult Audio Maverick,1 Year,"1 Pair of Earbud with Charging Case, ExtraPair of Eartips, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",78 gm,,Overall :60 x 61 x 33.9 mm,Yes,Yes,Answer / End,Volume Control,,5.2,10 meter,Auto Pairing,Yes,35 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,Yes,Li-ion,,,Black,10 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Philips Audio TAT3217BK Bluetooth Headset,"₹2,590",3.3,"In ear Wireless Earbuds, Bluetooth v5.2, 6  Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/philips-audio-tat3217bk-bluetooth-headset-msf615264,Philips,Audio TAT3217BK,Philips Audio TAT3217BK,1 Year,"Wireless Charging Case, Cable, Ear Cushions",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",51 gm,,Eartips :21.8 x 34.1 x 20 mm  Carrying case :45.6 x 62.5 x 24 mm,Yes,Yes,Answer / End,Volume Control,,5.2,10 meter,Auto Pairing,Yes,6,USB Type-C,2 Hours,"Mobile Phone, PC, Tablet",101 dB/mw,,Li-Polymer,460 mAh,,Black,10 mm,Bluetooth,Dynamic Driver,,,Neodymium,,,,5 mW,,,,,,,,,,,,,,,
Boat Immortal 121 Bluetooth Headset,₹898,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, 20mm, Dynamic Driver, Replaceable Earbuds, 2 hrs Charging Time",https://www.mysmartprice.com/audio/boat-immortal-121-bluetooth-headset-msf601458,Boat,Immortal 121,Boat Immortal 121,1 Year,"1 Pair of Earbuds, Additional Eartips, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,"Black, White",,,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,40 Hours,USB Type-C,2 Hours,"Mobile Phone, PC, Tablet",,Yes,,400 mAh,,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
PTron Basspods 581 Bluetooth Headset,₹599,3.7,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Replaceable Earbuds, 100 hrs standby time, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/ptron-basspods-581-bluetooth-headset-msf602419,PTron,Basspods 581,PTron Basspods 581,1 Year,"Earbuds, Charging Case, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",,,,,Yes,Answer/End,,,5.0,10 meter,,No,,,1.5 Hours,"Media player, Mobile Phone, Tablet",90 dB/mw,,,45 mAh,100 Hours,"Black, Grey",,Bluetooth,Dynamic Driver,A2DP  AVRCP  HFP  HSP,,Neodymium,,,,5 mW,,,,,,,,,,,,,,,
JBL E25BT Bluetooth Earbuds,₹894,3.9,"In ear Wireless Earbuds, Bluetooth v4.1, 8 hrs Playback Time, 8mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/jbl-e25bt-bluetooth-earbuds-msf603985,JBL,E25BT,JBL E25BT,1 Year,"Headphone, User Manual, Warranty Card",Wireless,In ear,Closed Back,Behind the neck,16 Ohms,20000 Hz,20 Hz,Small,17 gm,,,Yes,,Answer and End Call,Music Streaming,,4.1,10 meter,Auto Pairing,Yes,8 Hours,,,"Digital Camera, Media player, Mobile Phone, Tablet",,Yes,Li-ion,,,"Black, Blue, Red, White",8 mm,,Dynamic Driver,,,,,,,,Yes,,,,,,,,,Volume Increase and Decrease,,,,,
JBL C115TWS Bluetooth Headset,"₹3,499",3.5,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/jbl-c115tws-bluetooth-headset-msf602917,JBL,C115TWS,JBL C115TWS,,"Earbuds, Charging Case, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,"Black, Red, White, Mint",,,Yes,Touch Control,,Bluetooth,5.0,,Multipoint connectivty,Yes,,,,"Media player, Mobile Phone, Tablet",,,,,,,,,Dynamic Driver,,,Neodymium,,,,,,,,,,,,,,,,,,,
Jabra Elite 4 Active Bluetooth Headset,"₹5,299",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 28 hrs Playback Time, 6mm Driver, Noise Cancellation, 275 Day standby time",https://www.mysmartprice.com/audio/jabra-elite-4-active-bluetooth-headset-msf602082,Jabra,Elite 4 Active,Jabra Elite 4 Active,2 Years,"Earbuds, Charging Case, USB Cable Type-C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",6 gm,", Active-Black, Active-Mint, Active-Navy",Overall :38.9 x 28.4 x 64 mm,Yes,Yes,Answer/End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,28 Hours,USB Type-C,180 Minute,"Media player, Mobile Phone, PC, Tablet",,Yes,Li-ion,240 mAh,275 Day,,,,,,A2DP  AVRCP  HFP  HSP,,Yes,Elite,Yes,,,,,,0.2 Meter,,,,8000 Hz,"Alexa Built-in*: Play music, control your smart home, and get information, news, weather, and more, using just your voice.",,,,,
Wings Phantom Bluetooth Headset,₹799,3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 30 hrs Playback Time, 12mm, Dynamic Driver, Noise Cancellation, 200 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-bluetooth-headset-msf601602,Wings,Phantom,Wings Phantom,1 Year,"1 Pair of Earbuds, Charging Case, Type-C Charging Cable, User Manual, 3 Sets of Eartips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",200 gm,Black,Overall :100 x 100 x 50 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,30 Hours,USB Type-C,2 Hours,"Mobile Phone, PC, Tablet",,Yes,Li-ion,240 mAh,200 Hours,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Philips TAT1235BK/97 Bluetooth Earbuds,"₹3,000",3.3,"In ear Wireless Earbuds, 18 hrs Playback Time, 6mm Driver, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/philips-tat1235bk-97-bluetooth-earbuds-msf602853,Philips,TAT1235BK/97,Philips TAT1235BK/97,1 Year,"Earphone, USB Type-C Cable, User Manual, Warranty Card",Wireless,In ear,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,,195 gm,,,Yes,,Answer/End,Play/Pause,,,10 meter,Auto Pairing,Yes,18 Hours,USB Type-C,2 Hours,"Media player, Mobile Phone, Tablet",,,Li-ion,,,Black,6 mm,Bluetooth,,A2DP  AVRCP  HFP  HSP,,Neodymium,,,,,,,,,,,,,,,,,,,
Noise Buds VS103 Bluetooth Headset,₹949,3.5,"In ear Wireless Earbuds, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-buds-vs103-bluetooth-headset-msf602453,Noise,Buds VS103,Noise Buds VS103,1 Year,"Earbuds, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,White,,,Yes,Touch Control,,Bluetooth,,10 meter,,Yes,,,,"Media player, Mobile Phone, Tablet",,,,,,,,,Dynamic Driver,,,Neodymium,,,,,,,,,,,,,,,,,,,
Boat Airdopes Flex 454 ANC Bluetooth Headset,"₹1,398",3.9,"In ear Wireless Earbuds, 60 hrs Playback Time, 10mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boat-airdopes-flex-454-anc-bluetooth-headset-msf613398,Boat,Airdopes Flex 454,Boat Airdopes Flex 454 ANC,1 Year,"1 Pair of Earbuds, User Manual, Warranty Card, Type-C Charging Cable",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,", Active Noise Cancellation",Yes,,,,,10 meter,,Yes,60 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Gunmetal Black, Zinc White",10 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Mivi Commando X9 Bluetooth Headset,"₹3,999",3.8,"In ear Wireless Earbuds, Bluetooth v5.3, 72 hrs Playback Time, Noise Cancellation",https://www.mysmartprice.com/audio/mivi-commando-x9-bluetooth-headset-msf601231,Mivi,Commando X9,Mivi Commando X9,1 Year,"1 Pair of Earbuds, Charging Case",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,", Space Grey",,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.3,10 meter,Auto Pairing,Yes,72 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boat Airdopes 281 Pro Bluetooth Headset,"₹2,299",3.7,"In ear Wireless Earbuds, Bluetooth v5.0, 32 hrs Playback Time, Dynamic Driver, Replaceable Earbuds, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/boat-airdopes-281-pro-bluetooth-headset-msf602608,Boat,Airdopes 281 Pro,Boat Airdopes 281 Pro,1 Year,"Earbuds, Charging Case, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,200000 Hz,20 Hz,"Large, Medium, Small",,,,,Yes,Touch Control,,,5.0,10 meter,,Yes,32 Hours,USB Type-C,1.5 Hours,"Media player, Mobile Phone, Tablet",,,,,,"Black, Viper Green",,Bluetooth,Dynamic Driver,,,Neodymium,,,,,,,,,,,,,,,,,,,
Truke BTG X1 Bluetooth Headset,₹799,3.6,"In ear Wireless Earbuds, Bluetooth v5.2, 48 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 180 hrs standby time",https://www.mysmartprice.com/audio/truke-btg-x1-bluetooth-headset-msf601421,Truke,BTG X1,Truke BTG X1,,"Earbuds, Charging Case, Type-C Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",42 gm,Black,Overall :26 x 50 x 64 mm,Yes,,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,48 Hours,,,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,300 mAh,180 Hours,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Noise Buds X Prime Bluetooth Headset,"₹1,099",4.0,"In ear Wireless Earbuds, 120 hrs Playback Time, 11mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/noise-buds-x-prime-bluetooth-headset-msf613562,Noise,Buds X Prime,Noise Buds X Prime,1 Year,"1N Bluetooth Headphone, 1N Charging Case, 1N Charging Cable, 1N User Manual, 1N Warranty Registration Card",Wireless,In ear canalphone,Closed Back,,,,,"Large, Medium, Small",50 gm,,Overall :29 x 49 x 65 mm,,Yes,Answer / End,Volume Control,,,,Auto Pairing,Yes,120 Hours,,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Champagne White, Sheen Green, Silver Grey",11 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Oraimo FreePods Lite Bluetooth Headset,₹799,3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, 10mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/oraimo-freepods-lite-bluetooth-headset-msf613344,Oraimo,FreePods Lite,Oraimo FreePods Lite,1 Year,"1 Pair of Earbuds, Charging Case, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,,Yes,,,,5.2,10 meter,Auto Pairing,Yes,40 Hours,,,"Mobile Phone, PC, Tablet",,,,,,"Icelake Blue, Nebula Blue, Phantom Black",10 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
DEFY Gravity Pro Bluetooth Headset,"₹1,399",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, 25 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/defy-gravity-pro-bluetooth-headset-msf601871,DEFY,Gravity Pro,DEFY Gravity Pro,1 Year,"1 Pair of Earbuds with Charging Case, Additional Eartips, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,", Carbon Black, Frost White, Ocean Blue",,,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,25 Hours,USB,,"Mobile Phone, PC, Tablet",,Yes,,,,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
DIZO Buds Z Pro Bluetooth Headset,₹624,3.8,"In ear Wireless Earbuds, 25 hrs Playback Time, Dynamic Driver, Noise Cancellation, 4080 hrs standby time, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/dizo-buds-z-pro-bluetooth-headset-msf602092,DIZO,Buds Z Pro,DIZO Buds Z Pro,1 Year,"Earbuds, Charging Case, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",44 gm,", Ocean Blue",Overall :51.6 x 64.6 x 26 mm,Yes,Yes,Touch Control,,Bluetooth,,10 meter,Auto Pairing,Yes,25 Hours,USB Type-C,1.5 Hours,"Media player, Mobile Phone, Tablet",105 dB/mw,Yes,Li-Polymer,380 mAh,4080 Hours,,,,Dynamic Driver,,A2DP  AVRCP  HFP,Neodymium,,,,,,,,Gold-plated Stereo Mini,,,,,,,,,,,
Jabra Elite 7 Active Bluetooth Headset,"₹7,694",4.0,"In ear Wireless Earbuds, Bluetooth v5.2, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/jabra-elite-7-active-bluetooth-headset-msf602393,Jabra,Elite 7 Active,Jabra Elite 7 Active,,"Earbuds, Charging Case, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,Green,,,Yes,Answer/End,,Bluetooth,5.2,10 meter,,Yes,,,,"Media player, Mobile Phone, Tablet",,,,,,,,,Dynamic Driver,,,Neodymium,,,,,,,,,,,,,,,,,,,
Blaupunkt BTW07 ANC Moksha Bluetooth Headset,"₹1,999",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/blaupunkt-btw07-anc-moksha-bluetooth-headset-msf601889,Blaupunkt,BTW07 ANC Moksha,Blaupunkt BTW07 ANC Moksha,,"1 Pair of Earbuds, 1 Charging Case, 1 USB Charging cable, 3 Pair of Ear gels S, M & L), 1 User Manual",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",80 gm,"Black, Blue, White",Overall :42 x 102 x 102 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,40 Hours,USB,1.5 Hours,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,300 mAh,,,,,,,A2DP,,,,,,,,,,,,,,,,,,,,
